indice,nombre,localizacion,año,kilometros recorridos,combustible,transmision,tipo propietario,kilometraje,motor,potencia,asientos,precio
795,Maruti Swift Dzire VDI,Pune,2017,71000,Diesel,Manual,Second,26.59 ,1248.0,74.0,5.0,18.22921787709497
796,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2019,10452,Petrol,Automatic,First,19.0 ,1199.0,88.7,5.0,18.22921787709497
797,Tata Tiago 1.2 Revotron XT Option,Kolkata,2018,1520,Petrol,Manual,First,23.84 ,1199.0,84.0,5.0,5.71
798,Honda Brio S MT,Chennai,2013,35315,Petrol,Manual,Second,19.4 ,1198.0,86.8,5.0,18.22921787709497
799,Maruti Swift VDI BSIV,Hyderabad,2014,91722,Diesel,Manual,First,25.2 ,1248.0,74.0,5.0,18.22921787709497
800,Hyundai i20 1.2 Sportz Option,Pune,2011,35976,Petrol,Manual,First,17.0 ,1197.0,80.0,5.0,18.22921787709497
801,Renault KWID RXL,Delhi,2016,22000,Petrol,Manual,First,25.17 ,799.0,53.3,5.0,4.02
802,Audi A6 35 TDI Matrix,Hyderabad,2011,71000,Diesel,Automatic,First,18.53 ,1968.0,187.74,5.0,67.1
803,Hyundai Grand i10 Asta Option,Pune,2014,25000,Petrol,Manual,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
804,Maruti Alto LXI,Hyderabad,2010,54486,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
805,Jaguar XF 2.0 Petrol Portfolio,Kolkata,2017,18366,Petrol,Automatic,First,10.8 ,1997.0,246.74,5.0,66.71
806,Tata Manza Aqua Safire,Kolkata,2010,16000,Petrol,Manual,First,15.0 ,1368.0,90.0,5.0,18.22921787709497
807,Tata Nano XTA,Coimbatore,2017,31176,Petrol,Automatic,First,21.9 ,624.0,37.48,4.0,18.22921787709497
808,BMW X1 sDrive20d,Jaipur,2012,88375,Diesel,Automatic,Second,17.05 ,1995.0,184.0,5.0,18.22921787709497
809,Maruti Wagon R AMT VXI,Jaipur,2017,34500,Petrol,Automatic,First,20.51 ,998.0,67.0,5.0,18.22921787709497
810,Toyota Fortuner 4x4 MT,Hyderabad,2012,80000,Diesel,Manual,First,12.55 ,2982.0,168.5,7.0,18.22921787709497
811,Volkswagen Polo Diesel Trendline 1.2L,Delhi,2013,46000,Diesel,Manual,First,22.07 ,1199.0,73.9,5.0,18.22921787709497
812,Honda Civic 2010-2013 1.8 V AT,Mumbai,2009,70000,Petrol,Automatic,Third,13.9 ,1799.0,130.2,5.0,18.22921787709497
813,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,51000,Diesel,Automatic,First,14.49 ,2993.0,258.0,5.0,18.22921787709497
814,Mahindra XUV500 AT W10 FWD,Delhi,2017,25000,Diesel,Automatic,First,16.0 ,2179.0,140.0,7.0,18.22921787709497
815,Hyundai Elantra SX AT,Coimbatore,2017,25132,Petrol,Automatic,First,14.5 ,1797.0,147.4,5.0,18.22921787709497
816,Toyota Corolla Altis G,Delhi,2011,70000,Petrol,Manual,First,14.53 ,1798.0,138.1,5.0,18.22921787709497
817,Maruti Alto 800 2016-2019 LXI,Kochi,2015,48913,Petrol,Manual,First,24.7 ,796.0,47.3,5.0,18.22921787709497
818,Honda City i-DTEC SV,Hyderabad,2014,63000,Diesel,Manual,First,25.6 ,1498.0,98.6,5.0,13.33
819,Maruti Alto LXi,Jaipur,2011,90000,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
820,Honda Brio S MT,Chennai,2013,55000,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
821,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51000,Petrol,Manual,First,16.47 ,1198.0,73.9,5.0,18.22921787709497
822,Maruti Ritz ZXi,Pune,2012,35844,Petrol,Manual,Second,18.5 ,1197.0,85.8,5.0,18.22921787709497
823,Nissan 370Z AT,Kolkata,2012,14850,Petrol,Automatic,First,10.0 ,3696.0,328.5,2.0,18.22921787709497
824,Audi A6 2011-2015 2.0 TDI,Hyderabad,2014,98000,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
825,Hyundai i20 Asta 1.2,Mumbai,2015,17000,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
826,Hyundai Verna 1.6 CRDI,Mumbai,2013,42670,Diesel,Manual,First,22.32 ,1582.0,126.3,5.0,18.22921787709497
827,BMW 6 Series Gran Coupe,Kochi,2014,33128,Diesel,Automatic,First,17.54 ,2993.0,313.0,4.0,18.22921787709497
828,Maruti Alto K10 VXI,Chennai,2018,7300,Petrol,Manual,Second,24.07 ,998.0,67.1,5.0,4.5
829,Hyundai i20 1.4 Sportz,Kolkata,2016,53416,Diesel,Manual,First,22.54 ,1396.0,88.73,5.0,18.22921787709497
830,Toyota Etios G,Chennai,2011,47000,Petrol,Manual,Second,17.6 ,1496.0,88.73,5.0,18.22921787709497
831,Hyundai Sonata Embera 2.0L CRDi MT,Ahmedabad,2008,72002,Diesel,Manual,Second,13.6 ,1991.0,142.0,5.0,18.22921787709497
832,Skoda Rapid 1.5 TDI AT Ambition,Pune,2016,47000,Diesel,Automatic,First,21.72 ,1498.0,108.4,5.0,15.11
833,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2016,47634,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
834,Volkswagen Polo 1.2 MPI Highline,Ahmedabad,2015,62000,Petrol,Manual,First,16.47 ,1198.0,74.0,5.0,18.22921787709497
835,Ford Classic 1.4 Duratorq CLXI,Chennai,2013,65000,Diesel,Manual,Second,19.68 ,1399.0,67.0,5.0,18.22921787709497
836,Renault Koleos 4X2 MT,Hyderabad,2014,92448,Diesel,Manual,First,17.15 ,1995.0,147.9,5.0,18.22921787709497
837,Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,2014,68000,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
838,Land Rover Freelander 2 TD4 SE,Mumbai,2011,87000,Diesel,Automatic,First,0.0 ,2179.0,115.0,5.0,18.22921787709497
839,Honda Amaze E i-DTEC,Pune,2016,108000,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
840,Volvo V40 Cross Country D3,Chennai,2015,60000,Diesel,Automatic,First,23.3 ,1984.0,150.0,5.0,18.22921787709497
841,Hyundai i10 Magna,Chennai,2011,82000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
842,Ford Figo 1.2P Titanium MT,Jaipur,2016,26189,Petrol,Manual,First,18.16 ,1196.0,86.8,5.0,18.22921787709497
843,Maruti Ciaz VDi Option SHVS,Jaipur,2016,26300,Diesel,Manual,First,28.09 ,1248.0,88.5,5.0,18.22921787709497
844,Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,2016,35000,Diesel,Automatic,First,12.55 ,2982.0,168.7,7.0,18.22921787709497
845,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,2010,67000,Diesel,Manual,First,18.0 ,1248.0,75.0,5.0,18.22921787709497
846,Hyundai EON Magna,Jaipur,2012,42285,Petrol,Manual,First,22.0 ,814.0,55.0,5.0,18.22921787709497
847,Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017,7000,Petrol,Manual,First,18.15 ,1198.0,82.0,6.0,18.22921787709497
848,Hyundai i20 1.2 Spotz,Pune,2016,42000,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
849,Hyundai Santro Xing GLS,Kochi,2015,56967,Petrol,Manual,First,17.92 ,1086.0,62.1,5.0,18.22921787709497
850,Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,2019,29566,Diesel,Automatic,First,17.9 ,2143.0,170.0,5.0,49.12
851,Maruti Wagon R Stingray LXI,Kochi,2015,41836,Petrol,Manual,First,20.51 ,998.0,67.04,5.0,18.22921787709497
852,Mahindra Bolero Power Plus ZLX,Coimbatore,2018,19764,Diesel,Manual,First,16.5 ,1493.0,70.0,7.0,10.51
853,Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,2009,134000,Diesel,Manual,First,18.0 ,1248.0,75.0,5.0,18.22921787709497
854,Hyundai Elite i20 Petrol Sportz,Delhi,2018,8321,Petrol,Manual,First,18.6 ,1197.0,81.86,5.0,18.22921787709497
855,Tata Indica Vista TDI LS,Pune,2015,174000,Diesel,Manual,First,19.1 ,1405.0,70.0,5.0,18.22921787709497
856,Toyota Qualis FS B3,Pune,2002,119613,Diesel,Manual,Second,13.1 ,2446.0,75.0,10.0,18.22921787709497
857,Maruti Swift Dzire LXI,Chennai,2017,21000,Petrol,Manual,First,20.85 ,1197.0,83.14,5.0,18.22921787709497
858,Volkswagen Vento 1.5 TDI Highline,Mumbai,2015,55600,Diesel,Manual,First,20.34 ,1498.0,103.2,5.0,18.22921787709497
859,Fiat Linea Classic 1.3 Multijet,Kolkata,2014,61000,Diesel,Manual,First,19.5 ,1248.0,75.0,5.0,8.65
860,Honda Brio S MT,Pune,2013,38428,Petrol,Manual,Second,19.4 ,1198.0,86.8,5.0,18.22921787709497
861,BMW 5 Series 520d Sedan,Chennai,2009,95000,Diesel,Automatic,Second,18.48 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
862,Hyundai i20 1.2 Asta,Mumbai,2012,18000,Petrol,Manual,First,17.0 ,1197.0,80.0,5.0,18.22921787709497
863,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,7000,Diesel,Automatic,First,12.62 ,2198.0,158.0,7.0,18.22921787709497
864,Hyundai i20 1.2 Asta,Kochi,2016,24779,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
865,Maruti Wagon R VXI 1.2,Kochi,2019,17431,Petrol,Manual,First,21.5 ,1197.0,81.8,5.0,5.79
866,Mahindra Scorpio VLS 2.2 mHawk,Chennai,2008,88000,Diesel,Manual,First,12.05 ,2179.0,120.0,8.0,18.22921787709497
867,Maruti Wagon R LXI,Kochi,2015,29347,Petrol,Manual,First,22.5 ,998.0,67.04,5.0,5.04
868,Maruti Ciaz VDi,Ahmedabad,2015,24000,Diesel,Manual,First,26.21 ,1248.0,88.5,5.0,18.22921787709497
869,Audi A4 35 TDI Premium Plus,Coimbatore,2016,60249,Diesel,Automatic,First,18.25 ,1968.0,187.74,5.0,53.14
870,Maruti Ciaz 1.4 Zeta,Mumbai,2017,15000,Petrol,Manual,First,20.73 ,1373.0,91.1,5.0,18.22921787709497
871,Ford Freestyle Titanium Plus Diesel,Kolkata,2018,3013,Diesel,Manual,First,24.4 ,1498.0,98.63,5.0,9.12
872,Toyota Etios GD,Kolkata,2013,60000,Diesel,Manual,First,23.59 ,1364.0,110.38042013311147,5.0,18.22921787709497
873,Mahindra XUV500 W8 4WD,Hyderabad,2013,83503,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
874,Chevrolet Cruze LTZ,Mumbai,2011,69000,Diesel,Manual,Second,18.3 ,1991.0,147.9,5.0,18.22921787709497
875,Hyundai EON D Lite Plus Option,Kolkata,2018,54000,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
876,Maruti Ritz VDi,Bangalore,2013,49000,Diesel,Manual,First,23.2 ,1248.0,73.94,5.0,18.22921787709497
877,Toyota Etios Liva GD,Hyderabad,2013,86000,Diesel,Manual,First,23.59 ,1364.0,110.38042013311147,5.0,18.22921787709497
878,Maruti Wagon R VXI,Chennai,2010,36000,Petrol,Manual,Second,22.5 ,998.0,67.04,5.0,5.51
879,Ford EcoSport 1.5 Ti VCT MT Titanium,Coimbatore,2018,12899,Petrol,Manual,First,15.85 ,1499.0,110.4,5.0,18.22921787709497
880,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,56839,Diesel,Automatic,First,19.6 ,1461.0,108.45,5.0,15.05
881,Maruti Swift VVT ZXI,Pune,2012,46972,Petrol,Manual,First,22.0 ,1197.0,81.8,5.0,18.22921787709497
882,Mahindra Xylo D4,Coimbatore,2015,96012,Diesel,Manual,First,14.95 ,2489.0,93.7,7.0,11.91
883,Toyota Etios Liva V,Kochi,2012,59311,Petrol,Manual,First,18.3 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
884,Honda CR-V 2.4 AT,Ahmedabad,2010,90000,Petrol,Automatic,Third,10.1 ,2354.0,152.0,5.0,18.22921787709497
885,Fiat Punto EVO 1.3 Emotion,Kochi,2016,32835,Diesel,Manual,First,20.5 ,1248.0,91.7,5.0,8.6
886,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,60739,Diesel,Automatic,First,17.01 ,1582.0,126.2,5.0,18.22921787709497
887,Fiat Abarth 595 Competizione,Mumbai,2017,19476,Petrol,Automatic,First,19.0 ,1368.0,160.0,4.0,18.22921787709497
888,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88 ,999.0,123.24,5.0,18.22921787709497
889,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2011,53000,Diesel,Automatic,First,14.74 ,2993.0,270.9,5.0,18.22921787709497
890,Hyundai Grand i10 Sportz,Chennai,2016,20000,Petrol,Manual,Second,18.9 ,1197.0,82.0,5.0,18.22921787709497
891,Mercedes-Benz M-Class ML 320 CDI,Hyderabad,2008,67000,Diesel,Automatic,First,8.7 ,2987.0,224.34,5.0,18.22921787709497
892,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2009,140000,Diesel,Manual,Second,12.8 ,2494.0,102.0,7.0,18.22921787709497
893,Honda Accord 2.4 AT,Delhi,2011,25000,Petrol,Automatic,Second,11.7 ,2354.0,177.6,5.0,18.22921787709497
894,Maruti Wagon R LXI,Jaipur,2007,69000,Petrol,Manual,Second,18.9 ,998.0,67.1,5.0,18.22921787709497
895,Hyundai i20 1.4 CRDi Magna,Hyderabad,2013,65461,Diesel,Manual,First,21.9 ,1396.0,90.0,5.0,18.22921787709497
896,Maruti Swift VXI,Kolkata,2014,33000,Petrol,Manual,First,18.6 ,1197.0,85.8,5.0,18.22921787709497
897,Honda City 1.5 E MT,Ahmedabad,2011,52000,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
898,Volkswagen Polo 1.2 MPI Comfortline,Kochi,2015,29215,Petrol,Manual,First,16.47 ,1198.0,74.0,5.0,18.22921787709497
899,Hyundai Accent Executive LPG,Jaipur,2010,40000,LPG,Manual,Second,13.2 km/kg,1495.0,93.7,5.0,18.22921787709497
900,ISUZU D-MAX V-Cross 4X4,Jaipur,2017,290000,Diesel,Manual,First,12.4 ,2499.0,134.0,5.0,18.22921787709497
901,Honda BR-V i-VTEC VX MT,Coimbatore,2017,14519,Petrol,Manual,First,15.4 ,1497.0,117.3,7.0,15.55
902,Maruti Swift Dzire Tour LDI,Jaipur,2012,350000,Diesel,Manual,First,23.4 ,1248.0,74.0,5.0,18.22921787709497
903,Honda Mobilio V i DTEC,Kolkata,2014,39000,Diesel,Manual,First,24.2 ,1498.0,98.6,7.0,18.22921787709497
904,Maruti Ertiga VXI,Coimbatore,2016,40130,Petrol,Manual,First,16.02 ,1373.0,93.7,7.0,18.22921787709497
905,Mitsubishi Pajero Sport 4X2 AT,Bangalore,2015,58000,Diesel,Automatic,First,13.5 ,2477.0,175.56,7.0,34.1
906,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2013,43000,Diesel,Automatic,First,15.0 ,2147.0,107.3,5.0,18.22921787709497
907,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2017,15500,CNG,Manual,First,15.1 km/kg,1196.0,73.0,5.0,18.22921787709497
908,Volkswagen Vento 1.6 Trendline,Mumbai,2011,34948,Petrol,Manual,First,16.09 ,1598.0,103.5,5.0,10.36
909,Maruti Versa DX2,Bangalore,2006,98245,Petrol,Manual,Third,11.3 ,1298.0,83.1,8.0,18.22921787709497
910,Honda City i DTEC SV,Delhi,2014,36390,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
911,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2010,122000,Petrol,Manual,First,17.5 ,1197.0,85.8,5.0,18.22921787709497
912,Volkswagen Vento Diesel Trendline,Ahmedabad,2013,79003,Diesel,Manual,First,20.54 ,1598.0,103.6,5.0,18.22921787709497
913,Skoda Laura 1.9 TDI AT Ambiente,Kochi,2013,78830,Diesel,Automatic,Second,17.0 ,1896.0,105.0,5.0,18.22921787709497
914,Honda Brio V MT,Mumbai,2011,53000,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
915,Maruti A-Star Vxi,Chennai,2009,53000,Petrol,Manual,Second,19.0 ,998.0,66.1,5.0,18.22921787709497
916,Maruti SX4 VDI,Jaipur,2011,82000,Diesel,Manual,Second,21.5 ,1248.0,88.8,5.0,18.22921787709497
917,Hyundai Elantra 1.6 SX,Mumbai,2013,95000,Diesel,Manual,First,22.54 ,1582.0,126.2,5.0,20.69
918,Maruti Alto K10 LXI,Kochi,2017,18090,Petrol,Manual,First,24.07 ,998.0,67.1,5.0,4.25
919,Maruti Alto LX,Pune,2004,70332,Petrol,Manual,Third,19.7 ,796.0,46.3,5.0,18.22921787709497
920,Datsun redi-GO T Option,Jaipur,2018,46000,Petrol,Manual,First,22.7 ,799.0,53.64,5.0,3.99
921,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,63402,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
922,Honda City i DTec SV,Kolkata,2017,13000,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
923,Mercedes-Benz New C-Class C 250 CDI Elegance,Pune,2010,65505,Diesel,Automatic,First,14.94 ,2143.0,204.0,5.0,18.22921787709497
924,Hyundai Sonata Embera 2.4L MT,Pune,2006,154000,Petrol,Manual,Third,13.2 ,2359.0,165.0,5.0,18.22921787709497
925,Chevrolet Spark 1.0 LS,Bangalore,2008,85142,Petrol,Manual,Second,18.0 ,995.0,62.0,5.0,18.22921787709497
926,Volkswagen Polo 1.2 MPI Highline,Jaipur,2016,45000,Petrol,Manual,First,16.2 ,1199.0,74.0,5.0,18.22921787709497
927,Hyundai i10 Sportz 1.2,Delhi,2011,48000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
928,Toyota Etios Liva G,Delhi,2012,77800,Petrol,Manual,First,18.3 ,1197.0,110.38042013311147,5.0,18.22921787709497
929,Maruti Alto K10 VXI,Kochi,2016,39549,Petrol,Manual,First,24.07 ,998.0,67.1,5.0,4.09
930,Honda CR-V 2.4 AT,Kochi,2011,100922,Petrol,Automatic,Second,10.1 ,2354.0,152.0,5.0,18.22921787709497
931,Hyundai Verna 1.6 VTVT EX AT,Chennai,2013,55000,Petrol,Automatic,First,17.01 ,1591.0,121.4,5.0,18.22921787709497
932,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,45000,Diesel,Automatic,Second,14.94 ,2143.0,204.0,5.0,18.22921787709497
933,Honda Amaze VX CVT i-VTEC,Jaipur,2017,145000,Petrol,Automatic,First,18.1 ,1199.0,88.7,5.0,18.22921787709497
934,Mahindra Xylo E8,Kolkata,2011,45000,Diesel,Manual,First,14.0 ,2498.0,112.0,8.0,18.22921787709497
935,Hyundai Sonata Transform 2.4 GDi AT,Bangalore,2012,44000,Petrol,Automatic,First,12.37 ,2359.0,198.25,5.0,18.22921787709497
936,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,48000,Diesel,Manual,First,21.38 ,1396.0,88.7,5.0,18.22921787709497
937,Toyota Innova 2.5 G4 Diesel 7-seater,Kochi,2011,64139,Diesel,Manual,First,12.8 ,2494.0,102.0,7.0,18.22921787709497
938,Honda Jazz 2020 Petrol,Kochi,2019,11574,Petrol,Manual,First,0.0 ,1199.0,88.7,5.28454619787408,18.22921787709497
939,Maruti Alto 800 CNG LXI,Kolkata,2013,14311,CNG,Manual,First,30.46 km/kg,796.0,47.3,5.0,18.22921787709497
940,Hyundai i20 Magna 1.2,Bangalore,2016,20000,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
941,Mercedes-Benz SLC 43 AMG,Coimbatore,2018,18338,Petrol,Automatic,First,19.0 ,2996.0,362.07,2.0,18.22921787709497
942,Hyundai i20 1.4 Sportz,Kochi,2019,17964,Diesel,Manual,First,22.54 ,1396.0,88.73,5.0,18.22921787709497
943,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,55500,Diesel,Automatic,First,11.5 ,2982.0,169.0,7.0,18.22921787709497
944,Mahindra Scorpio VLX 2WD Airbag BSIII,Chennai,2008,130000,Diesel,Manual,Second,12.05 ,2179.0,120.0,8.0,18.22921787709497
945,Mercedes-Benz GLE 350d,Hyderabad,2016,50000,Diesel,Automatic,First,11.57 ,2987.0,254.79,5.0,92.01
946,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,49830,Petrol,Manual,First,16.2 ,1199.0,74.0,5.0,18.22921787709497
947,BMW 5 Series 2003-2012 520d,Kolkata,2009,49000,Diesel,Automatic,First,18.48 ,1995.0,177.0,5.0,18.22921787709497
948,Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,2013,53967,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
949,Maruti SX4 Zxi BSIII,Mumbai,2011,54000,Petrol,Manual,First,15.0 ,1586.0,104.68,5.0,18.22921787709497
950,Hyundai i20 1.4 Asta AT (O) with Sunroof,Hyderabad,2009,75000,Petrol,Automatic,First,15.0 ,1396.0,100.0,5.0,18.22921787709497
951,Hyundai Xcent 1.1 CRDi S,Pune,2016,100000,Diesel,Manual,First,24.4 ,1120.0,71.0,5.0,18.22921787709497
952,Renault Lodgy 110PS RxL,Chennai,2015,142000,Diesel,Manual,First,19.98 ,1461.0,108.5,8.0,18.22921787709497
953,Renault Duster 110PS Diesel RxZ,Jaipur,2012,83388,Diesel,Manual,Second,19.01 ,1461.0,108.45,5.0,18.22921787709497
954,Maruti Swift Dzire VXi,Delhi,2012,62000,Petrol,Manual,First,17.5 ,1298.0,85.8,5.0,18.22921787709497
955,Honda City i DTec VX,Kolkata,2016,61000,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
956,Audi A4 3.0 TDI Quattro Premium,Bangalore,2011,45000,Diesel,Automatic,First,14.94 ,2967.0,241.4,5.0,18.22921787709497
957,Mercedes-Benz E-Class 250 D W 124,Bangalore,2013,33000,Diesel,Manual,First,10.0 ,1796.0,157.7,5.0,18.22921787709497
958,Toyota Innova 2.5 LE 2014 Diesel 8 Seater,Pune,2014,113565,Diesel,Manual,First,12.99 ,2494.0,100.6,8.0,18.22921787709497
959,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Hyderabad,2008,131000,Diesel,Manual,First,15.0 ,1896.0,105.0,5.0,18.22921787709497
960,Mahindra Bolero ZLX,Delhi,2015,72253,Diesel,Manual,First,15.96 ,2523.0,62.1,7.0,10.94
961,Maruti Swift Dzire VXI,Coimbatore,2016,46346,Petrol,Manual,First,20.85 ,1197.0,83.14,5.0,18.22921787709497
962,Honda City 1.5 V MT,Hyderabad,2016,37000,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
963,Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,2019,56371,Diesel,Manual,First,24.0 ,1186.0,73.97,5.0,8.28
964,Tata Indigo CS eVX,Pune,2016,98500,Diesel,Manual,First,25.0 ,1396.0,69.01,5.0,18.22921787709497
965,Maruti Baleno Zeta 1.3,Ahmedabad,2015,71588,Diesel,Manual,First,27.39 ,1248.0,74.0,5.0,18.22921787709497
966,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2014,68000,Petrol,Manual,First,24.7 ,796.0,47.3,5.0,18.22921787709497
967,Mercedes-Benz E-Class E240 V6 AT,Mumbai,2003,66800,Petrol,Automatic,Second,11.2 ,2497.0,203.0,5.0,18.22921787709497
968,Maruti Swift Dzire Vdi BSIV,Chennai,2016,90000,Diesel,Manual,First,19.3 ,1248.0,73.9,5.0,18.22921787709497
969,Nissan Terrano XE 85 PS,Jaipur,2013,54000,Diesel,Manual,First,20.45 ,1461.0,83.8,5.0,18.22921787709497
970,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,87248,Petrol,Automatic,Second,14.74 ,1991.0,184.0,5.0,18.22921787709497
971,Maruti Celerio VXI,Pune,2017,9052,Petrol,Manual,First,23.1 ,998.0,67.04,5.0,18.22921787709497
972,Hyundai Santro Xing GLS,Delhi,2014,67320,Petrol,Manual,First,17.92 ,1086.0,62.1,5.0,18.22921787709497
973,Volkswagen Polo 1.2 MPI Highline,Kochi,2018,28635,Petrol,Manual,First,16.2 ,1199.0,74.0,5.0,18.22921787709497
974,Mahindra Bolero ZLX,Kochi,2016,78904,Diesel,Manual,First,15.96 ,2523.0,62.1,7.0,10.94
975,BMW 5 Series 2013-2017 530d M Sport,Kochi,2018,16409,Diesel,Automatic,First,14.69 ,2993.0,258.0,5.0,18.22921787709497
976,Honda City 1.5 V MT Sunroof,Delhi,2012,61180,Petrol,Manual,Second,16.8 ,1497.0,116.3,5.0,18.22921787709497
977,Hyundai i20 Sportz 1.2,Delhi,2014,59577,Petrol,Manual,Second,18.5 ,1197.0,82.85,5.0,18.22921787709497
978,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Mumbai,2016,24104,Diesel,Manual,First,12.99 ,2494.0,100.0,8.0,18.22921787709497
979,BMW 5 Series 2007-2010 525d Sedan,Mumbai,2008,69000,Diesel,Automatic,Third,16.73 ,2495.0,218.0,5.0,18.22921787709497
980,Volkswagen Polo GT TSI,Bangalore,2015,35000,Petrol,Automatic,First,17.21 ,1197.0,103.6,5.0,18.22921787709497
981,Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,2014,75000,Diesel,Automatic,First,13.5 ,2477.0,175.56,7.0,32.41
982,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02 ,1373.0,93.7,7.0,18.22921787709497
983,Audi A6 2011-2015 2.0 TDI Technology,Chennai,2014,51843,Diesel,Automatic,Third,17.68 ,1968.0,174.33,5.0,18.22921787709497
984,Maruti Swift Dzire VDI,Jaipur,2013,80000,Diesel,Manual,Second,23.4 ,1248.0,74.0,5.0,18.22921787709497
985,Toyota Fortuner 3.0 Diesel,Pune,2009,110000,Diesel,Manual,Third,11.5 ,2982.0,171.0,7.0,18.22921787709497
986,Hyundai i10 Sportz 1.1L,Kochi,2015,75383,Petrol,Manual,First,19.81 ,1086.0,68.05,5.0,18.22921787709497
987,Mahindra TUV 300 2015-2019 T8 AMT,Kochi,2017,31861,Diesel,Automatic,First,18.49 ,1493.0,100.0,7.0,18.22921787709497
988,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mumbai,2011,57900,Diesel,Manual,First,15.8 ,2148.0,170.0,5.0,18.22921787709497
989,Maruti Swift Dzire Ldi BSIV,Delhi,2014,48000,Diesel,Manual,First,19.3 ,1248.0,73.9,5.0,18.22921787709497
990,Hyundai i20 Magna,Kochi,2015,33544,Petrol,Manual,First,18.5 ,1197.0,82.85,5.0,18.22921787709497
991,Maruti Swift VDI BSIV,Chennai,2015,65000,Diesel,Manual,First,25.2 ,1248.0,74.0,5.0,18.22921787709497
992,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,103189,Diesel,Manual,First,13.68 ,2393.0,147.8,8.0,24.01
993,Toyota Etios V,Kochi,2017,35007,Petrol,Manual,First,16.78 ,1496.0,88.73,5.0,18.22921787709497
994,Toyota Corolla Altis Diesel D4DG,Pune,2010,98000,Diesel,Manual,First,21.43 ,1364.0,87.2,5.0,18.22921787709497
